title,votes,num_answer,views,tags,accepted,q_time,ac_ans_time,ua,users
How is the default max Java heap size determined?,516,10,453k,java heap-memory ,False,2011-01-12T10:06:38,No ac,False,"['Richard Dorman', 'stones333', 'dogbane', 'Sarat Chandra', 'ernesto', 'peterh', 'crifan', 'apl', 'Nik Handyman', 'Ravindra babu', 'fedorshishi']"
Different between parseInt() and valueOf() in java?,516,11,236k,java integer parseint value-of ,True,2009-02-03T19:56:56,2009-02-03T20:04:33,False,"['Ali', 'Zach Scrivena', 'Michael Haren', 'Joao da Silva', 'Paul Verest', 'iny', 'Andriy', 'basszero', 'TheGraduateGuy', 'MAR', 'shuaihanhungry', 'santosh ']"
How to initialize List<String> object in Java?,514,13,1.9m,java list ,True,2012-11-15T10:01:09,2012-11-15T10:07:41,False,"['Ahmed Nabil', 'J.A.I.L.', 'LazerBanana', 'Doseke', 'Ofir Farchy', 'Ankit', 'Daniel Perník', 'Jakub Zaverka', 'Uli', 'Sakiboy', 'someone', 'voucher_wolves', 'Programmer AHN', 'fedor.belov']"
"Change Name of Import in Java, or import two classes with the same name",513,8,275k,java import ,True,2010-03-15T14:39:15,2010-03-15T14:41:01,False,"['Federer', 'Bozho', 'siegi', 'sfussenegger', 'sepp2k', 'Chris Suszyński', 'kane', 'DarthGizka', '4thex']"
MVC pattern on Android,513,21,256k,java android design-patterns model-view-controller ,True,2010-05-27T21:23:45,2010-05-27T22:09:51,False,"['Mohit Deshpande', 'Pentium10', 'Ramon Chan', 'Derick Bailey', '18446744073709551615', 'RoflcoptrException', 'Vasiliy', 'Hervé Donner', 'typingduck', 'DropAndTrap', 'Arunabh Das', 'Ben', 'Mahendra Liya', 'Devrath', 'Ali Nem', 'Edmund Chang', 'zserge', 'zaPlayer', 'carlos.baez', 'Lucky Rana', 'Cheng', 'Rados']"
How to unit test abstract classes: extend with stubs?,512,14,199k,java unit-testing testing abstract-class ,True,2008-10-28T13:25:21,2010-06-01T07:01:06,False,"['Paul Whelan', 'Nigel Thorne', 'Patrick Desjardins', 'Mnementh', 'Guillaume', 'Seth Petry-Johnson', 'Ray Tayek', 'casademora', 'user1228', 'Jeb', 'Ace', 'bryanbcook', 'shreeram banne', 'banduki', 'Arpit Aggarwal']"
How to convert java.util.Date to java.sql.Date?,512,17,759k,java sql datetime date ,True,2009-02-09T21:16:18,2015-07-06T04:55:48,True,"['David Ackerman', 'David Ackerman', 'Basil Bourque', 'mauretto', 'chetan', 'shellbye', 'jack jay', 'Tanmay kumar shaw', 'hackfield', 'Kishan Bheemajiyani', 'PKSawmy', 'Donovan Thomson', 'kapil das', 'user6043502', 'UmeshA', 'Emmanuel Angelo.R', 'PONRAJ', 'Benjamin Ndugga']"
How to see JavaDoc in IntelliJ IDEA? [duplicate],511,11,321k,java intellij-idea ide javadoc ,True,2012-06-15T14:56:20,2012-06-15T15:08:44,False,"['Eugene', 'CrazyCoder', 'Dropout', 'Martin Wickman', 'Michal Zmuda', 'realPK', 'Craig Lowery', 'J.D.', 'Vork', 'ROMANIA_engineer', 'r1ckr', 'razvang']"
Change date format in a Java string,511,23,1.6m,java string date formatting date-format ,False,2011-01-23T05:09:48,No ac,False,"['amit4444', 'BalusC', 'Dev', 'Hovercraft Full Of Eels', '89n3ur0n', 'Vitalii Fedorenko', 'Bryan', 'Touchstone', 'Basil Bourque', 'Fathah Rehman P', 'cнŝdk', 'Neeraj Gahlawat', 'Eren', 'Ran Adler', 'Martin', 'user2632575', 'Pankaj Sharma', 'Kamta Mishra', 'Rajneesh Shukla', 'pavel', 'Emad Aljumaily', 'Arvind Kumar Avinash', 'Soumya Mahapatra', 'Reilas']"
What in the world are Spring beans?,511,14,224k,java spring grails ,True,2013-06-19T14:05:06,2013-06-19T14:08:41,False,"['grantmcconnaughey', 'Juned Ahsan', 'Elias Dorneles', 'Premraj', 'dmahapatro', 'IonKat', 'Downhillski', 'maniBrock', 'Yasir Shabbir Choudhary', 'jurez', 'user3472473', 'Muhammad Waqas Dilawar', 'BERGUIGA Mohamed Amine', 'rps', 'Abanoub Asaad']"
IDEA: javac: source release 1.7 requires target release 1.7,510,18,303k,java intellij-idea ,True,2012-10-15T16:55:45,2012-10-15T17:26:27,False,"['James Raitsev', 'CrazyCoder', 'Drew Noakes', 'ROMANIA_engineer', 'swissonid', 'Rob Barreca', 'eger', 'Joe Cheng', 'Robert Moszczynski', 'pveentjer', 'OMax', 'mati', 'k.a.i', 'Cagatay Kalan', 'Gus', 'naXa stands with Ukraine', 'Youness Marhrani', 'Nirbhay Rana', 'Viraj Kulkarni']"
"Difference between @Before, @BeforeClass, @BeforeEach and @BeforeAll",509,7,362k,java junit annotations junit4 junit5 ,True,2013-11-30T01:43:17,2013-11-30T01:50:15,False,"['Evgenij Reznik', 'Sergey Kalinichenko', 'Joby Wilson Mathews', 'Dhyan Mohandas', 'yoAlex5', 'k4dima', 'Hitesh Garg', 'user3452276']"
What's the difference between Instant and LocalDateTime?,508,4,228k,java datetime java-8 jsr310 ,True,2015-09-07T11:25:54,2015-09-07T16:40:13,False,"['manuel aldana', 'Basil Bourque', 'Dariusz', 'Tunaki', 'Sebien']"
How do I tell Gradle to use specific JDK version?,507,23,681k,java gradle build.gradle ,True,2013-08-28T12:05:50,2014-01-19T03:18:02,False,"['bully', 'First Zero', 'mirmdasif', 'Geert', 'Raman', 'jfk', 'Vittal Pai', 'Yekta Sarıoğlu', 'sylwano', 'Rosberg Linhares', 'Kiran', 'Manoj', 'Sergey Alekhin', 'Chinese Cat', 'btm me', 'Remo Meier', 'Paul Verest', 'JasonBodnar', 'TacB0sS', 'logbasex', 'Braian Coronel', 'sobczak.dev', 'Raphaël Colantonio', 'IamDOM']"
What is the difference between Set and List?,507,26,675k,java list set ,True,2009-06-23T20:32:10,2009-06-23T20:33:18,False,"['Johanna', 'Andrew Hare', 'Sergii Shevchyk', 'ivan_ivanovich_ivanoff', 'Peter', 'Hardwareguy', 'csds', 'Shankar Suligavi', 'Indhu', 'Christophe Roussy', 'Ousama', 'Md. Samim hossain', 'Quinn Taylor', 'Jeroen van Bergen', 'Rakesh', 'Vibha Sanskrityayan', 'Siva Kumar', 'lavinio', 'LiLi', 'Ricardo Marimon', 'saibhushan', 'vijaybhupathi', 'Arvind Chavhan', 'smruti ranjan', 'justice', 'user3542872', 'user2142109']"
Why does this go into an infinite loop?,507,26,25k,java loops operators variable-assignment increment ,True,2010-09-30T14:07:51,2010-09-30T15:09:25,False,"['The Student', 'The Student', 'Dan Tao', 'axtavt', 'codaddict', 'Jaydee', 'Robert Munteanu', 'plodoc', 'cletus', 'Mike Jones', 'Colin Cochrane', 'houman001', 'RHSeeger', 'mezzie', 'Progman', 'patrick', 'jhabbott', 'Steven', 'micdah', 'Paul', 'Praveen Prasad', 'Jay', 'cubob', 'tia', 'kumara', 'BrunoBrito', 'prime', 'SIVAKUMAR.J']"
What is the convention for word separator in Java package names?,507,6,226k,java naming-conventions package ,True,2010-07-05T11:49:40,2010-07-05T12:00:30,True,"['Jigar', 'bragboy', 'polygenelubricants', 'Himanshu Mori', 'Andreas Dolk', 'jpangamarca', 'CraUmm']"
How to implement REST token-based authentication with JAX-RS and Jersey,506,2,402k,java rest authentication jax-rs jersey-2.0 ,True,2014-11-06T10:26:27,2014-11-06T11:17:03,False,"['DevOps85', 'cassiomolin', 'cassiomolin']"
"Failed to install android-sdk: ""java.lang.NoClassDefFoundError: javax/xml/bind/annotation/XmlSchema""",506,39,489k,java android java-9 ,True,2017-09-25T10:16:06,2017-09-25T12:18:51,True,"['Novellizator', 'EdYuTo', 'spassvogel', 'Rohan Devaki', 'valdeci', 'Tim Jenßen', 'G00fY', 'Sarah A', 'Steven', 'oori', 'Farshid Ashouri', 'Priyansh jain', 'SherylHohman', 'Well Smith', 'THE_BLESSED_MEDIUM', 'Peter Quiring', 'Sandeep', 'Will59', 'jbg', 'Enrique René', 'locropulenton', 'funder7', 'hugovicfortman', 'Canberk Sinangil', 'Nati', 'Jagan', 'Gayan Weerakutti', 'linjiejun', 'Milan Adhikari', 'zishan paya', 'inf3cti0n95']"
Is there a concise way to iterate over a stream with indices in Java 8?,506,25,411k,java java-8 java-stream ,True,2013-08-31T19:31:09,2013-08-31T19:38:41,False,"['Graeme Moss', 'assylias', 'Stuart Marks', 'numéro6', 'user1195526', 'John McClean', 'Tagir Valeev', 'alex.b', 'V0idst4r', 'Grzegorz Piwowarek', 'user_3380739', 'Josh M', '42n4', 'Donald Raab', 'Samuel Philipp', 'live-love', 'Jean-Baptiste Yunès', 'B. Stackhouse', 'Kaplan', 'alexpfx', 'Steven Spungin', 'Arpan Saini', 'mario', 'vbezhenar', 'Ishan Liyanage', 'ursa']"
How can I log SQL statements in Spring Boot?,505,24,592k,java spring hibernate spring-boot logging ,True,2015-05-08T07:55:48,2015-07-06T15:39:30,False,"['Oleg Pavliv', 'Paul Woods', 'v.ladynev', 'Michel', 'Vlad Mihalcea', 'rahulnikhare', 'Edye Chan', 'Javier Z.', 'Robert.Li', 'Max Farsikov', 'Saveendra Ekanayake', 'storm_buster', 'Mohit Kaushal', 'Udara S.S Liyanage', 'Lova Chittumuri', 'Mohit Kaushal', 'BRAIEK AYEMN', 'shenyu1997', 'Shorn', 'SJX', 'noob', 'Souradeep Banerjee', 'AnkitSingh2099', 'Shafiul', 'Muhammed_G']"
Convert Iterable to Stream using Java 8 JDK,505,8,154k,java java-8 java-stream iterable ,True,2014-05-29T11:16:28,2014-05-29T15:15:55,False,"['rayman', 'Brian Goetz', 'numéro6', 'nosid', 'Shaggie', 'Alexander Oh', 'g-t', 'OldCurmudgeon', 'Grzegorz Piwowarek']"
Should I avoid the use of set(Preferred|Maximum|Minimum) size methods in Java Swing?,505,9,66k,java swing layout-manager ,True,2011-08-29T11:02:31,2011-08-29T11:33:38,False,"['Heisenbug', 'kleopatra', 'trashgod', 'David Kroukamp', 'Jason C', 'Tom', 'Michael', 'Thomas', 'Gee Bee', 'MiguelMunoz']"
Maven package/install without test (skip tests),503,23,498k,java maven ,True,2011-09-17T15:54:02,2011-09-17T15:56:34,False,"['vks', 'Giorgos Dimtsas', 'Jayakumar J', 'smp7d', 'Chris Beach', 'Rosdi Kasim', 'vimal krishna', 'Dushmantha', 'Vineet Reynolds', 'Adriaan Koster', 'anubhava', 'Sahil Chhabra', 'Ravinda Lakshan', 'Sourabh Bhavsar', 'Prasenjit Mahato', 'Ryan Stewart', 'Lova Chittumuri', 'igonejack', 'Patrick Tolentino', 'user19430224', 'Ozyman', 'Aggie Jon of 87', 'mcvkr', 'Vladimir']"
Most efficient way to increment a Map value in Java,503,28,398k,java optimization collections ,True,2008-09-17T09:10:11,2008-09-20T11:59:00,True,"['gregory', 'gregory', 'LE GALL Benoît', 'gregory', 'leventov', 'off99555', 'Hank Gay', 'H6.', 'Chris Nokleberg', 'Aleksandar Dimitrov', 'Philip Helger', 'akhil_mittal', 'sudoz', 'volley', 'Eugene Chung', 'Glever', 'John Wright', 'tovare', ""Eamonn O'Brien-Strain"", 'the felis leo', 'the felis leo', 'Hank Gay', 'jb.', 'Apocalisp', 'MGoksu', 'Craig P. Motlin', 'Sarvar Nishonboyev', 'Keith', 'ggaugler', 'Assaduzzaman Assad']"
What is the difference between instanceof and Class.isAssignableFrom(...)?,503,15,280k,java instanceof reflection ,True,2009-01-30T19:44:24,2009-01-30T19:58:18,False,"['Megamug', 'Marc Novakowski', 'Adam Rosenfield', 'JBE', 'user102008', 'Ashish Arya', 'S. Ali Tokmen', 'tkalmijn', 'Owen', 'James Drinkard', 'algebra', 'Sagan', 'AndrewF', 'Stephan Korsholm', 'Yura', 'Milan']"
How to print a query string with parameter values when using Hibernate,501,33,520k,java sql hibernate orm ,True,2009-11-10T19:17:59,2009-11-11T06:40:42,False,"['craftsman', 'Pascal Thivent', 'JRichardsz', 'Christoph', 'Hari', 'Alan Hay', 'Michal Zmuda', 'Erik Pragt', 'Vlad Mihalcea', 'ravshansbox', 'flybywire', 'womd', 'V N V SATYANARAYANA', ""S'chn T'gai Spock"", 'Sindhoo Oad', 'zime', 'Manuel Romeiro', 'clevertension', 'Suneet Khurana', 'Zoren Konte', 'Frizz1977', 'Mithun Khatri', 'V N V SATYANARAYANA', 'Vijay Bhatt', 'Ghurdyl', 'Jason D', 'Frédéric Nell', 'diy', 'ejaenv', 'ayman.mostafa', 'avijendr']"
"""Invalid signature file"" when attempting to run a .jar",500,24,288k,java jar executable-jar ,True,2009-06-16T03:49:51,2009-06-16T04:09:27,True,"['user123003', 'ruhsuzbaykus', 'Keith P', 'Peter2711', 'Rich Apodaca', 'Nrj', 'MattW', 'Travis', 'm.nguyencntt', 'Kim Stebel', 'mhn_namak', 'Ahmad Al-Kurdi', 'Nick De Greek', '999michal', 'bdulac', 'Little Fox', 'Jehy', 'kriegaex', 'jqgsninimo', 'M.Liang', 'Onat Korucu', 'woohaha', 'Simao Gomes Viana', 'Jus12', 'Dean Wild']"
Easy way to write contents of a Java InputStream to an OutputStream,500,24,488k,java io stream ,True,2008-09-04T03:46:16,2016-09-11T21:44:31,True,"['Matt Sheppard', 'Mikezx6r', 'user1079877', 'Ali Dehghani', 'Mike Stone', 'Andrejs', 'Jordan LaPrise', 'holmis83', 'BullyWiiPlaza', 'Dilum Ranatunga', 'WMR', 'Sivakumar', 'Jin Kwon', 'DejanLekic', 'Archimedes Trajano', 'Bohemian', 'Daniel De León', 'Alexander Volkov', 'IPP Nerd', 'Arktronic', 'Andrew Mao', 'fullmoon', 'Nour Rteil', 'yegor256', 'Pranav']"
How can I pad a String in Java?,499,31,703k,java string padding ,True,2008-12-23T09:15:23,2008-12-23T09:22:07,True,"['pvgoddijn', 'RealHowTo', 'leo', 'GaryF', 'Garrett Hall', 'Shimon Doodkin', 'Arne Burmeister', 'Miserable Variable', 'Eko Setiawan', 'Eduardo', 'OJVM', 'ck.', 'Nthalk', 'fawsha1', 'joel.neely', 'EarlB', 'ef_oren', 'Sebastian S.', 'Marlon Tarax', 'Osify', 'ndm13', 'Samet ÖZTOPRAK', 'Aelphaeis', 'fabiolimace', 'leo', 'David Lilljegren', 'ggorlen', 'Jp Lorandi', 'Darcy Sutton', 'Hans Andeweg']"
When do you use Java's @Override annotation and why?,498,27,952k,java annotations ,True,2008-09-18T16:48:26,2008-09-18T16:53:19,False,"['Alex B', 'Dave L.', 'jon', 'Bill K', 'jjnguy', 'toluju', 'user174340', 'Rune', 'erickson', 'Tom Hawtin - tackline', 'Asgeir S. Nilsen', 'Diastrophism', 'Steve R.', 'Greg Mattes', 'Hank Gay', 'David Pierre', 'willCode4Beer', 'jai', 'Horatiu Jeflea', 'seh', 'lzlstyle', 'Berlin Brown', 'JeeBee', 'Siva', 'Jackie', 'gprathour', 'Dale', 'Sree']"
How to configure encoding in Maven?,497,6,346k,java maven encoding maven-2 maven-3 ,True,2010-06-10T19:20:28,2010-06-10T20:17:39,False,"['Ethan Leroy', 'Ethan Leroy', 'Ville Myrskyneva', 'bhdrk', 'Alexandr', 'fsimon', 'isapir']"
Calculating the difference between two Java date instances,496,46,772k,java date time timedelta java.util.date ,True,2009-10-12T15:35:49,2009-10-12T15:43:21,True,"['pr1001', 'Sebastien Lorber', 'notnoop', 'Michael Borgwardt', 'Vitalii Fedorenko', 'Basil Bourque', 'Jon Skeet', 'Adriano Bacha', 'Michael Borgwardt', 'ΦXocę 웃 Пepeúpa ツ', 'zasadnyy', 'JDGuide', 'sleske', 'Malcolm Boekhoff', 'Rob H', 'Bozho', 'user674158', 'Ingo', 'gene b.', 'Shravan Ramamurthy', 'YoK', 'Michal', 'Vishal Ganjare', 'Parth Solanki', 'Revanth Kumar', 'suxumuxu', 'Andrzej Doyle', 'gustafc', 'MugiWara No Carlos', 'VasiliNovikov', 'Fabi']"
How to pretty print XML from Java?,496,34,543k,java xml pretty-print ,True,2008-09-26T12:21:11,2012-07-17T09:29:18,True,"['Steve McLeod', 'Lorenzo Boccaccia', 'dfa', 'Steve McLeod', 'Steve McLeod', 'khylo', 'mlo55', 'Mark Pope', 'Kevin Hakanson', 'David Easley', 'Jonik', 'Sandeep Phukan', 'StaxMan', 'Synesso', 'Michael', 'codeskraps', 'Georgy Gobozov', 'maks tkach', 'user3083990', 'milosmns', 'Anand', 'BijanE', 'ThomasRS', 'Kristoffer Lindvall', 'Benson Githinji', 'JFK', 'Wojtek', 'max', 'vsnyc', 'anjanb', 'Valentyn Kolesnikov']"
"What is SuppressWarnings (""unchecked"") in Java?",496,11,488k,java generics unchecked suppress-warnings ,True,2009-07-15T06:50:58,2009-07-15T06:54:59,False,"['jojo', 'Jon Skeet', 'dreadwail', 'akarnokd', 'Daniel Perník', 'Konrad Borowski', 'Brandon E Taylor', 's.k.sumaprakash', 'Brian Edwards', 'BakerTheHacker', 'Raghu K Nair', 'Majid Roustaei']"
Using Enum values as String literals,495,19,899k,java string enums ,True,2011-07-12T15:57:11,2011-07-12T16:08:30,False,"['Larry', 'Michael J. Lee', 'Ryan Stewart', 'Benny Code', 'diegosasw', 'Sean Patrick Floyd', 'vamsi', 'Ethan', 'Jake Roussel', 'Peter Lawrey', 'Renan Galdino da Silva', 'Buddy', 'lokesh', 'AlexR', 'user4772709', 'Caner', 'ItzikH', 'Basheer AL-MOMANI', 'Kamil Naja', 'Meryemb']"
Rethrowing exceptions in Java without losing the stack trace,494,9,335k,java exception ,True,2009-07-08T11:40:29,2009-07-08T11:43:12,False,"['ripper234', 'Brian Agnew', 'Olvagor', 'Markus Lausberg', 'alves', 'David M', 'Sindre', 'Gweg', 'Daniel', 'Matthias']"
List of Java class file format major version numbers?,494,7,404k,java version ,True,2012-02-07T04:01:07,2012-02-07T04:05:59,False,"['Robert Mark Bram', 'Michael', 'Peter', 'Andy Guibert', 'Ian W', 'JeffersonSousa', 'Scott Carlson']"
Retrieving a List from a java.util.stream.Stream in Java 8,491,15,427k,java lambda collections java-8 java-stream ,True,2013-02-12T10:26:08,2013-02-12T12:22:50,False,"['Daniel K.', 'Maurice Naftalin', 'MohamedSanaulla', 'Lii', 'ZhekaKozlov', 'Pramod', 'Nikhil Nanivadekar', 'msayag', 'John McClean', 'Vaneet Kataria', 'Saikat', 'Kashyap', 'sharath', 'Pratik Pawar', 'user_3380739', 'Debapriya Biswas']"
Mocking static methods with Mockito,490,21,1.1m,java unit-testing static mocking mockito ,True,2014-01-14T03:08:53,2014-01-14T14:27:04,False,"['Naftuli Kay', 'MariuszS', 'leokom', '99Sono', '6324', 'ChrisM', 'Gayan Weerakutti', 'some random guy', 'Fermin Silva', 'iirekm', 'David Miguel', 'Dupinder Singh', 'marek.kapowicki', 'Sivaram Rasathurai', 'Benas', 'Radboud', 'Mohammed ESSABRI', 'Zlatan', 'Shrikant Prabhu', 'Alexander Stohr', 'Steven Chou', 'R.A']"
What is the point of the diamond operator (<>) in Java?,490,7,171k,java generics java-7 diamond-operator ,True,2010-11-12T16:43:23,2010-11-12T17:03:32,False,"['tofarr', 'ColinD', 'Octavian Helm', 'Roman', 'maaartinus', 'axtavt', 'allprog', 'Buhake Sindi']"
How to extract a substring using regex,489,14,984k,java regex string text-extraction ,True,2011-01-11T20:22:49,2011-01-11T20:27:45,False,"['asdasd', 'Mark Byers', 'Beothorn', 'Sean McEligot', 'Bohemian', 'Nikolas Charalambidis', 'Debilski', 'ZehnVon12', 'Mihai Toader', 'ZehnVon12', 'Memin', 'Daniel C. Sobral', 'Ganesh', 'Noah Mohamed', 'Arindam']"
How to initialize an array in Java?,489,11,1.8m,java arrays initialization ,True,2009-12-21T03:59:51,2009-12-21T04:04:35,False,"['chatty', 'Prasoon Saurav', 'Dean Povey', 'Bernie Perez', 'user2066936', 'Vinayak', 'Py-Coder', 'fastcodejava', 'Sedat Kilinc', 'schubySteve', 'Sajjad Behravesh', 'Ryan']"
How to change font size in Eclipse for Java text editors?,488,18,723k,java eclipse fonts font-size ,False,2011-02-07T14:18:00,No ac,False,"['Venkat', 'DwB', 'ChandraBhan Singh', 'BenniMcBeno', 'AlvaroCachoperro', 'Sumit Singh', 'Naveed Ahmad', 'Shubham Sharma', 'shashi', 'ThmHarsh', 'user2559897', 'false9striker', 'Anand', 'Donald W. Smith', 'user3018137', 'praveenj', 'Usman Yaqoob', 'KayV', 'Vrajendra Singh Mandloi']"
How to capitalize the first letter of a String in Java?,486,59,945k,java string capitalize ,False,2010-10-11T08:23:07,No ac,False,"['sumithra', 'Rekin', 'Bozho', 'Jorgesys', 'Fangming', 'epox', 'Amir Hossein Ghasemi', 'Grodriguez', 'Zaki', 'Jijil Kakkadathu', 'Maveňツ', 'Suresh Kumar', 'AlexZeCoder', 'Orleando Dassi', 'Aditya Parmar', 'UTTAM', 'Asad Ali Choudhry', 'Michael', 'Arpit Aggarwal', 'H4SN', 'jerjer', 'JDJ', 'Ameen Maheen', 'Miha_x64', 'attacomsian', 'Adeel Ansari', 'Mohamed Abdullah J', 'user5150135', 'Raj Kumar', 'velocity', 'Manoj Ekanayaka']"
Mockito: Trying to spy on method is calling the original method,484,10,342k,java junit mockito ,True,2012-07-23T20:35:02,2012-07-23T20:41:36,False,"['Dave', 'Tomasz Nurkiewicz', 'ejaenv', 'Maragues', 'mike rodent', 'Adrian Kapuscinski', 'Rakesh Soni', 'Matruskan', 'Geoffrey Ritchey', 'rogerdpack', 'tryingToLearn']"
Easy way to convert Iterable to Collection,483,21,402k,java collections spring-data iterable ,True,2011-06-20T19:56:44,2011-06-20T20:05:18,True,"['Ula Krukar', 'Thamme Gowda', 'ColinD', 'xehpuk', 'Atreys', 'yegor256', 'Jens Schauder', 'Tomasz Nurkiewicz', 'fringd', 'Manish Giri', 'Alexander Shopov', 'Ludwig Magnusson', 'Aaron Roller', 'aioobe', 'user1019830', 'DariusL', 'michaelsnowden', 'al0', 'yegor256', 'David', 'Donald Raab', 'Alireza Fattahi']"
Remove HTML tags from a String,482,35,560k,java html regex parsing ,True,2008-10-27T16:39:29,2010-06-30T13:24:48,False,"['Mason', 'BalusC', 'Ken Goodridge', 'Chris Marasti-Georg', 'RealHowTo', 'Serge', 'Ameen Maheen', 'Josh', 'Damien', 'Tim Howland', 'Sandeep1699', 'Anurag SL', 'foxy', 'rjha94', 'dfrankow', 'Mike', 'Stephan', 'IntelliJ Amiya', 'silentsudo', 'rqualis', 'Mark', 'blackStar', 'Maksim Sorokin', 'RobMen', 'Guilherme Oliveira', 'jiamo', 'Muneeb Ahmed', 'Arefe', 'Alexander', 'surfealokesea', 'Itay Sasson']"
Should we @Override an interface's method implementation?,482,15,220k,java oop interface annotations ,True,2008-10-17T15:18:01,2008-10-17T15:21:31,False,"['Benno Richters', 'jjnguy', 'Jon Skeet', 'GKelly', 'Alex B', 'Silent Warrior', 'juanchito', 'Zhao Pengfei', 'Arne Burmeister', 'Jackie', 'Madhu', 'Fabian Steeg', 'spujia', 'ZhaoGang', 'smilyface', 'savetheclocktower']"
What is a classpath and how do I set it?,479,10,342k,java classpath apache-velocity ,True,2010-03-07T14:04:45,2010-03-07T15:27:57,False,"['Blankman', 'bokmann', 'user257111', 'Alae Touba', 'Desintegr', 'Romain', 'lft93ryt', 'Bimalendu nath', 'Unnati Solanki', 'Adam Winter', 'user5964919']"
Finding Number of Cores in Java,479,5,194k,java ,True,2011-01-21T13:54:49,2011-01-21T13:58:05,False,"['Damir', 'darioo', 'adi9090', 'Antonio', 'Frans Sjöström', 'Lyle Z']"
Custom thread pool in Java 8 parallel stream,477,16,267k,java concurrency parallel-processing java-8 java-stream ,True,2014-01-16T13:26:37,2014-03-08T13:12:23,False,"['Lukas', 'Lukas', 'assylias', 'Mario Fusco', 'Tod Casasent', 'KayV', 'charlie', 'Stefan Ferstl', 'Scott Langley', 'Grzegorz Piwowarek', 'MartyIX', 'Borislav Stoilov', 'user_3380739', 'John McClean', 'Hearen', 'michal.jakubeczy', 'Dirk Hillbrecht']"
Why are you not able to declare a class as static in Java?,477,14,336k,java static-class ,True,2010-08-27T12:32:55,2010-08-27T12:36:12,False,"['Mariselvam', 'Colin Hebert', 'necromancer', 'Eric Jankowski', 'Sergey Vakulenko', 'Peter Lawrey', 'Michael Borgwardt', 'Andreas Dolk', 'S.Jones', 'shams', 'user2626445', 'user2645256', 'Erfankam', 'user175881', 'eeadev']"
How do I install Java on Mac OSX allowing version switching?,476,11,400k,java macos java-17 ,True,2018-09-26T18:32:30,2018-09-26T18:32:30,False,"['Jayson Minard', 'Jayson Minard', 'Jayson Minard', 'VK321', 'Lyncean Patel', 'Hugues M.', 'Lyncean Patel', 'Wim Deblauwe', 'Tom', 'Ranganath Samudrala', 'Powers', 'Mohamed ALOUANE', 'Adam M. Gamboa G.']"
"Java string split with ""."" (dot) [duplicate]",476,4,605k,java regex string split indexoutofboundsexception ,True,2013-02-12T12:51:35,2013-02-12T12:53:44,False,"['Ali Ismayilov', 'Bohemian', 'aimhaj', 'Gabriele Mariotti', 'Ivaylo Strandjev']"
"JsonMappingException: No suitable constructor found for type [simple type, class ]: can not instantiate from JSON object",475,14,481k,java json spring annotations jackson ,True,2011-10-02T10:16:13,2011-10-02T14:15:36,False,"['Lucky Murari', 'Lucky Murari', 'azerafati', 'PiersyP', 'jmarks', 'alok', 'Badal', 'danny.lesnik', 'Suresh Patil', 'Felipe Ceballos', 'Vortex', 'Vlasec', 'Akash Yellappa', 'Artem Novikov', 'eis']"
How to sum a list of integers with java streams?,475,12,534k,java java-8 java-stream ,True,2015-05-08T13:39:09,2015-05-08T13:50:02,False,"['membersound', 'Necreaux', 'Alex Salauyou', 'J Atkin', 'Saeed Zarinfam', 'Johnson Abraham', 'Ashish Jha', 'JDGuide', 'itro', 'Sachith Dickwella', 'rogerdpack', 'Saša', 'Nagappa L M']"
"What does the ""static"" modifier after ""import"" mean?",473,8,151k,java modifier static-import ,True,2008-10-02T13:13:04,2008-10-02T13:14:33,False,"['JSON', 'xsl', 'Victor', 'Nicolas', 'Rahul Saxena', 'user85421', 'roottraveller', 'Java Main', 'Rajeev']"
How do I define a method which takes a lambda as a parameter in Java 8?,473,15,365k,java lambda java-8 ,True,2012-11-28T12:06:32,2012-11-28T12:09:03,False,"['Marius', 'Joachim Sauer', 'pardeep131085', 'David Wu', 'Mickäel A.', 'Maurice Naftalin', 'infoj', 'Big_Bad_E', 'raja emani', 'ank', 'Vamshi ', 'SanchelliosProg', 'Arasn', 'craigrs84', 'Vipul Kumar', 'hi.nitish']"
How to create a directory in Java?,472,16,754k,java directory ,True,2010-09-03T10:27:39,2010-09-03T10:34:53,True,"['jimmy', 'Bozho', 'jmj', 'Benoit Blanchon', 'ahvargas', 'Bruce', 'Mouna', 'groo', 'Jon Freedman', 'Program-Me-Rev', 'score', 'Matt', 'Stefano Castagnino', 'l0wacska', 'Bacara', 'Farzan.S', 'Fathah Rehman P']"
Get source JARs from Maven repository,472,20,243k,java maven mvn-repo ,True,2010-01-13T19:05:12,2010-03-12T02:23:45,False,"['Ioan Alexandru Cucu', ""Alain O'Dea"", 'Rob Audenaerde', 'Pascal Thivent', 'dev_doctor', 'Maddin', 'Anver Sadhat', 'Stefan De Boey', 'Gabriel Ramirez', 'bondkn', 'Witold Kaczurba', 'Bozho', 'Basil Bourque', 'eebbesen', 'senninha', 'eeezyy', 'Manojkumar Khotele', 'Saikat', 'Naresh Muthyala', 'atom88', 'DAB']"
How to print color in console using System.out.println?,470,15,596k,java text colors ,False,2011-04-23T05:52:53,No ac,False,"['Taranath Datta', 'WhiteFang34', 'shakram02', 'dialex', '马哥私房菜', 'jcomeau_ictx', 'Nathan F.', 'Ajmal Salim', 'Mojtaba Hosseini', 'NayoR', 'Shadi Abu Hilal', 'Louis CAD', 'Satish M', 'Islam Khaled', 'Jorge Berjano', 'iamgul']"
